orgao_superior_codigo_siorg,orgao_superior_nome,orgao_superior_sigla,orgao_codigo_siorg,orgao_nome,orgao_sigla,orgao_como_no_raiox_nome,orgao_como_no_raiox_sigla,ano_mes_referencia,area,servico,situacao,situacao_raiox,integracao_pagtesouro,valor_percentual_etapas_digitais,valor_economia_potencial_governo,valor_economia_potencial_sociedade,quantidade_beneficiados_ano,valor_economia_anual_governo,valor_economia_anual_sociedade,valor_investimento,previsao_entrega_trimestre
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Habilitar-se no regime sobre combustíveis,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Habilitar-se no Sistema de Controle de Atividades Financeiras,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Impugnar indeferimento da opção ou exclusão do Simples Nacional pela Receita Federal,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Impugnar multa isolada ou por atraso na entrega de declarações,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Impugnar notificação de lançamento de imposto de renda,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Impugnar Traçado de Demarcação da Secretaria do Patrimônio da União - SPU,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Inscrever no cadastro de pessoas físicas,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Inscrever ou atualizar atividade econômica de pessoa física (CAEPF / CEI),Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,7
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Inscrever ou atualizar cadastro de obra de construção civil. (Substitui os ANTIGOS serviços ID 9688, 9616, 9628, 9630 e 9649)",Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Inscrever ou atualizar cadastro nacional de imóvel rural,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,10
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Inscrever ou atualizar cadastro nacional de pessoas jurídicas,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Inscrever-se, Alterar e dar Baixa no CNPJ",Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Julgar recursos em última instância administrativa,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Juntar documentos a processo (SJD),Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,7
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Manifestar inconformidade sobre despacho decisório,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Manifestar Interesse em Aquisição de Imóvel da União  ,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Manifestar Interesse em Doar (Reuse),Transformado,Digitalizado,,0.66,0.0,0.0,500,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Migrar cadastro específico do INSS (CEI) para cadastro nacional de obras,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Migrar cadastro específico do INSS (CEI) para o cadastro de atividade econômica da pessoa física,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,7
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter a Gestão Municipal de Praias Marítimas,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Acesso ou Cópia de Processo sobre Imóvel da União Administrado pela SPU ,Transformado,Digitalizado,,1.0,0.0,0.0,2000,12067.0,383019.0,34655.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Autorização de Obras em Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Obter autorização para atividades de distribuição gratuita de prêmios, a título de propaganda, ou de captação de poupança popular",Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter autorização para transferir carro com isenção,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter auxílio especializado no processo de exportação,Transformado,Digitalizado,,1.0,0.0,0.0,200,622477.0,3935.0,62996.0,4
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter cartão de CPF,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,6
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter cópia de declaração enviada à Receita Federal,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter cópia de rendimentos informados por fontes pagadoras,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter cópia do número do recibo de entrega da Declaração de Imposto de Renda,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Declaração de Disponibilidade em Águas Públicas da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Declaração de Domínio de Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter extrato do Serviço Auxiliar de Informações para Transferências Voluntárias,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Imóvel da União para Uso da Administração Pública Federal e Entidades Sem Fins Lucrativos,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Informações Financeiras de Imóvel da União oriundo da Rede Ferroviária Federal SA - RFFSA,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter isenção de impostos para comprar carro,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Isenção de Pagamento de Taxas sobre Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter laudo fiscal de destruição de bens,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter organização e logística para realização de concurso público,Digital,Digitalizado,,0.75,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter permissão de uso para eventos em imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter registro especial de bebidas alcoólicas,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter registro especial de biodiesel,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter registro especial de cigarros,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter registro especial de papel imune,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter restituição de imposto de renda não resgatada no banco,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter restituição de tributos apurados pelo Simples Nacional e pelo MEI,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter restituição de tributos federais por processo administrativo,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Obter restituição, ressarcimento ou reembolso de tributos federais",Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Serviços não Padronizados para Atualização Cadastral em Imóvel da União,Transformado,Digitalizado,,1.0,0.0,0.0,200,4114.0,51803.0,34655.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Serviços não Padronizados sobre Contrato de Utilização de Imóveis da União,Transformado,Digitalizado,,1.0,0.0,0.0,100,4054.0,25901.0,34655.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Obter Serviços não Padronizados sobre Débitos Patrimoniais ou Transferência de Titular de Imóvel,Transformado,Digitalizado,,1.0,0.0,0.0,200,4114.0,52723.0,34655.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Ofertar Garantia Antecipada,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Optar pelo Domicílio Tributário Eletrônico,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Optar pelo regime especial de incorporações imobiliárias,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Optar pelo Simples Nacional,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Optar pelo sistema de recolhimento do MEI,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Pagar ITR com Título da Dívida Agrária,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Paralisar obra no Cadastro Nacional de Obras,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Parcelar débitos de segurados, obra ou reclamatória trabalhista",Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Parcelar débitos declarados em DCTFWeb,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Parcelar débitos declarados em GFIP,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Parcelar débitos do MEI,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Parcelar débitos do Simples Nacional,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Parcelar Débitos Patrimoniais,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Parcelar demais débitos tributários (DIRPF, DITR, DCTF, Processos)",Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Participar do Programa Nacional de Apoio à Gestão Administrativa e Fiscal dos Municípios Brasileiros,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Peticionar documentos eletronicamente ao Ministério da Economia,Transformado,Digitalizado,,1.0,0.0,0.0,10000,-621398.0,224886.0,157683.0,3
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Protocolar documentos junto ao Ministério da Economia,Transformado,Digitalizado,,1.0,0.0,0.0,20000,-173786.0,668625.0,332981.0,3
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Realizar Autodiagnóstico Trabalhista,Transformado,Digitalizado,,1.0,0.0,0.0,50000,0.0,0.0,0.0,6
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Realizar denúncia trabalhista,Transformado,Digitalizado,,1.0,0.0,0.0,2000,5036887.0,78668.0,254466.0,6
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Reativar Contrato de Aforamento de Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Reativar obra no Cadastro Nacional de Obras,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública","Registrar-se como contratante de artistas, músicos ou técnicos em espetáculos de diversões",Transformado,Digitalizado,,1.0,0.0,0.0,294,94819.0,76473.0,67544.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Regularizar Dívidas de Imóvel da União Oriundo da Rede Ferroviária Federal S.A,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Regularizar Utilização de Imóvel da União para Fins Privados,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Remeter plantas e valores de imóveis da União (exclusivo para Municípios),Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Renovar ex-tarifário para Bens de Capital e Bens de Informática e Telecomunicações (BK e BIT),Transformado,Digitalizado,,1.0,0.0,0.0,3800,-4974.0,291205.0,38714.0,4
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Responder notificação de auditoria sobre compensação em GFIP,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Restringir acesso de procurador a processos digitais,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,7
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Retificar lançamento de imposto de renda,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Retificar pagamento,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,9
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Retificar Pagamento - Guia da Previdência Social,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,5
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Retificar Pagamento de Darf,Transformado,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,6
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Rever Área e Valor de Avaliação de Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Revisar ou Cancelar Cobrança de Taxas sobre Imóvel da União,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Revogar ex-tarifário para Bens de Capital e Bens de Informática e Telecomunicações (BK e BIT),Transformado,Digitalizado,,1.0,0.0,0.0,3800,-4974.0,291205.0,38714.0,4
235876,MINISTÉRIO DA ECONOMIA,ME,235876,MINISTÉRIO DA ECONOMIA,ME,MINISTÉRIO DA ECONOMIA,ME,202110,"Finanças, Impostos e Gestão Pública",Solicitar adesão para acesso ao cadastro base do cidadão,Digital,Digitalizado,,1.0,0.0,0.0,0,0.0,0.0,0.0,
